"status","bed","bath","acre_lot","city","state","zip_code","house_size","price"
"for_sale",3,2,0.12,"Adjuntas","Puerto Rico",601,920,105000
"for_sale",4,2,0.08,"Adjuntas","Puerto Rico",601,1527,80000
"for_sale",2,1,0.15,"Juana Diaz","Puerto Rico",795,748,67000
"for_sale",4,2,0.1,"Ponce","Puerto Rico",731,1800,145000
"for_sale",6,2,0.05,"Mayaguez","Puerto Rico",680,2180.08173730064,65000
"for_sale",4,3,0.46,"San Sebastian","Puerto Rico",612,2520,179000
"for_sale",3,1,0.2,"Ciales","Puerto Rico",639,2040,50000
"for_sale",3,2,0.08,"Ponce","Puerto Rico",731,1050,71600
"for_sale",2,1,0.09,"Ponce","Puerto Rico",730,1092,1e+05
"for_sale",5,3,7.46,"Las Marias","Puerto Rico",670,5403,3e+05
"for_sale",3,2,13.39,"Isabela","Puerto Rico",662,1106,89000
"for_sale",3,2,0.08,"Juana Diaz","Puerto Rico",795,1045,150000
"for_sale",3,2,0.1,"Lares","Puerto Rico",669,4161,155000
"for_sale",5,2,0.12,"Utuado","Puerto Rico",641,1620,79000
"for_sale",5,5,0.74,"Ponce","Puerto Rico",731,2677,649000
"for_sale",3,2,0.08,"Yauco","Puerto Rico",698,1100,120000
"for_sale",4,4,0.22,"Mayaguez","Puerto Rico",680,3450,235000
"for_sale",3,2,0.08,"Ponce","Puerto Rico",728,1500,105000
"for_sale",3,2,3.88,"San Sebastian","Puerto Rico",685,4000,575000
"for_sale",6,3,0.25,"Anasco","Puerto Rico",610,1230,140000
"for_sale",2,1,0.23,"Yauco","Puerto Rico",698,621,50000
"for_sale",6,3,0.1,"Moca","Puerto Rico",676,3000,165000
"for_sale",3,1,2,"Coamo","Puerto Rico",769,1213,189000
"for_sale",3,2,13.613473315734,"Ponce","Puerto Rico",716,1148,115000
"for_sale",3,2,0.05,"Yauco","Puerto Rico",698,1118,122500
"for_sale",3,2,0.28,"San Sebastian","Puerto Rico",685,1500,255000
"for_sale",4,3,0.3,"Ponce","Puerto Rico",730,3000,425000
"for_sale",4,2,0.11,"Guayanilla","Puerto Rico",656,1300,93000
"for_sale",4,2,0.04,"Manati","Puerto Rico",676,1080,75000
"for_sale",3,2,0.69,"Isabela","Puerto Rico",662,2505,469000
"for_sale",6,3,1.75,"Villalba","Puerto Rico",766,1943,189000
"for_sale",5,4,0.12,"Ponce","Puerto Rico",717,1600,225000
"for_sale",4,2,3.08,"Santa Isabel","Puerto Rico",757,2886,495000
"for_sale",1,1,0.1,"Ponce","Puerto Rico",730,850,220000
"for_sale",3,1,0.23,"Yauco","Puerto Rico",698,936,70500
"for_sale",3,2,1.13,"Moca","Puerto Rico",676,1928,305000
"for_sale",4,4,4.84,"San Sebastian","Puerto Rico",685,3690,475000
"for_sale",3,4,1.94,"Utuado","Puerto Rico",641,2500,195000
"for_sale",4,2,0.24,"Las Marias","Puerto Rico",670,1800,120000
"for_sale",9,7,0.46,"Mayaguez","Puerto Rico",680,3709,650000
"for_sale",5,3,0.16,"Ponce","Puerto Rico",730,3100,555000
"for_sale",6,6,0.94,"Penuelas","Puerto Rico",624,9297,3900000
"for_sale",3.70101265822784,2.49459473852367,0.99,"Moca","Puerto Rico",676,43082,4e+05
"for_sale",3.70101265822784,2.49459473852367,18.45,"Hatillo","Puerto Rico",659,2180.08173730064,380000
"for_sale",3,2,0.1,"Aguada","Puerto Rico",602,600,95000
"for_sale",3,1,0.09,"Aguada","Puerto Rico",602,900,74000
"for_sale",4,2,0.15,"Aguada","Puerto Rico",602,3000,139500
"for_sale",1,1,0.26,"Aguada","Puerto Rico",602,2100,149900
"for_sale",2,2,0.24,"Aguada","Puerto Rico",602,1138,180000
"for_sale",3,2,0.13,"Aguada","Puerto Rico",602,1380,249000
"for_sale",6,4,0.23,"Aguada","Puerto Rico",602,2500,252000
"for_sale",2,1,13.613473315734,"Aguada","Puerto Rico",602,813,160000
"for_sale",2,1,0.07,"Aguada","Puerto Rico",602,813,90000
"for_sale",5,3,1.78,"Aguada","Puerto Rico",602,2962,5e+05
"for_sale",4,2,0.1,"Aguada","Puerto Rico",602,1955,339000
"for_sale",3,2,0.08,"Aguada","Puerto Rico",602,1200,265000
"for_sale",6,5,0.12,"Aguada","Puerto Rico",602,6000,1e+07
"for_sale",3,4,2,"Aguada","Puerto Rico",602,1880,389000
"for_sale",3,2,2.96,"Aguada","Puerto Rico",602,2500,575000
"for_sale",3.70101265822784,2.49459473852367,0.88,"Aguada","Puerto Rico",602,2180.08173730064,35000
"for_sale",3.70101265822784,2.49459473852367,0.21,"Aguada","Puerto Rico",602,2180.08173730064,58000
"for_sale",3.70101265822784,2.49459473852367,21.08,"Aguada","Puerto Rico",602,2180.08173730064,85000
"for_sale",3.70101265822784,2.49459473852367,0.57,"Aguada","Puerto Rico",602,2180.08173730064,47000
"for_sale",3,3,13.613473315734,"Aguada","Puerto Rico",602,2715,720000
"for_sale",7,5,0.31,"Aguada","Puerto Rico",602,2775,375000
"for_sale",3.70101265822784,2.49459473852367,0.65,"Aguada","Puerto Rico",602,2180.08173730064,50000
"for_sale",3.70101265822784,6,0.06,"Rincon","Puerto Rico",602,2180.08173730064,3250000
"for_sale",3.70101265822784,2.49459473852367,0.24,"Aguada","Puerto Rico",602,2180.08173730064,39500
"for_sale",3.70101265822784,2.49459473852367,33.35,"Aguada","Puerto Rico",602,2180.08173730064,249500
"for_sale",5,3,8.74,"Aguada","Puerto Rico",602,5517,1399000
"for_sale",6,5,0.1,"Aguada","Puerto Rico",602,2400,6e+05
"for_sale",3.70101265822784,2.49459473852367,2.64,"Aguada","Puerto Rico",602,2180.08173730064,649000
"for_sale",2,1,13.613473315734,"Aguada","Puerto Rico",602,951,189000
"for_sale",3.70101265822784,2.49459473852367,1.46,"Aguada","Puerto Rico",602,2180.08173730064,150000
"for_sale",3.70101265822784,2.49459473852367,0.21,"Aguada","Puerto Rico",602,2180.08173730064,74000
"for_sale",3.70101265822784,2.49459473852367,0.28,"Aguada","Puerto Rico",602,2180.08173730064,65500
"for_sale",3.70101265822784,2.49459473852367,0.28,"Aguada","Puerto Rico",602,2180.08173730064,67500
"for_sale",3.70101265822784,2.49459473852367,0.42,"Aguada","Puerto Rico",602,2180.08173730064,130000
"for_sale",3.70101265822784,2.49459473852367,0.37,"Aguada","Puerto Rico",602,2180.08173730064,95000
"for_sale",3.70101265822784,2.49459473852367,0.23,"Rincon","Puerto Rico",602,2180.08173730064,329000
"for_sale",3.70101265822784,2.49459473852367,0.68,"Aguada","Puerto Rico",602,2180.08173730064,130000
"for_sale",3.70101265822784,2.49459473852367,0.25,"Aguada","Puerto Rico",602,2180.08173730064,94770
"for_sale",3.70101265822784,2.49459473852367,0.38,"Aguada","Puerto Rico",602,2180.08173730064,150000
"for_sale",3.70101265822784,2.49459473852367,0.4,"Aguada","Puerto Rico",602,2180.08173730064,165000
"for_sale",3,2,0.22,"Aguadilla","Puerto Rico",603,2070,215000
"for_sale",3,2,0.05,"Aguadilla","Puerto Rico",603,1184,63000
"for_sale",3,2,0.22,"Aguadilla","Puerto Rico",603,1900,215000
"for_sale",3,1,0.2,"Aguadilla","Puerto Rico",603,980,115000
"for_sale",4,2,0.89,"Aguadilla","Puerto Rico",603,1408,99000
"for_sale",5,5,0.62,"Aguadilla","Puerto Rico",603,8460,850000
"for_sale",3,2,0.11,"Aguadilla","Puerto Rico",603,1116,140000
"for_sale",4,3,0.26,"Aguadilla","Puerto Rico",603,3734,499000
"for_sale",3,2,0.17,"Aguadilla","Puerto Rico",603,1500,180000
"for_sale",6,3,0.49,"Aguadilla","Puerto Rico",603,2618,225900
"for_sale",4,2,0.12,"Aguadilla","Puerto Rico",603,1760,260000
"for_sale",3.70101265822784,2.49459473852367,0.13,"Aguadilla","Puerto Rico",603,2180.08173730064,31179
"for_sale",4,3,0.33,"Aguadilla","Puerto Rico",603,2950,5e+05
"for_sale",3,2,0.21,"Aguada","Puerto Rico",603,1565,225000
"for_sale",3.70101265822784,2.49459473852367,0.25,"Aguadilla","Puerto Rico",603,2180.08173730064,28000
"for_sale",4,2,0.95,"Aguadilla","Puerto Rico",603,3468,425000
"for_sale",4,2,10.76,"Aguadilla","Puerto Rico",603,547,3e+05
"for_sale",3.70101265822784,2.49459473852367,0.19,"Aguadilla","Puerto Rico",603,2180.08173730064,75000
"for_sale",3,2,0.15,"Aguadilla","Puerto Rico",603,2280,290000
"for_sale",3,4,0.2,"Aguadilla","Puerto Rico",603,4020,550000
"for_sale",6,2,0.18,"Aguadilla","Puerto Rico",603,2035,234900
"for_sale",3.70101265822784,2.49459473852367,0.18,"Aguadilla","Puerto Rico",603,2180.08173730064,44720
"for_sale",3.70101265822784,2.49459473852367,0.4,"Aguadilla","Puerto Rico",603,2180.08173730064,35000
"for_sale",3.70101265822784,2.49459473852367,0.4,"Aguadilla","Puerto Rico",603,2180.08173730064,75000
"for_sale",3.70101265822784,2.49459473852367,0.42,"Aguadilla","Puerto Rico",603,2180.08173730064,37000
"for_sale",3.70101265822784,2.49459473852367,0.22,"Aguadilla","Puerto Rico",603,2180.08173730064,37359
"for_sale",3.70101265822784,2.49459473852367,2.43,"Aguadilla","Puerto Rico",603,2180.08173730064,739500
"for_sale",3.70101265822784,2.49459473852367,0.28,"Aguadilla","Puerto Rico",603,2180.08173730064,65000
"for_sale",3.70101265822784,2.49459473852367,0.33,"Aguadilla","Puerto Rico",603,2180.08173730064,56406
"for_sale",5,3,0.52,"Aguadilla","Puerto Rico",603,3267,620000
"for_sale",8,3,0.19,"Aguadilla","Puerto Rico",603,3700,649900
"for_sale",3.70101265822784,2.49459473852367,0.26,"Aguadilla","Puerto Rico",603,2180.08173730064,44995
"for_sale",3.70101265822784,2.49459473852367,0.22,"Aguadilla","Puerto Rico",603,2180.08173730064,37779
"for_sale",3.70101265822784,2.49459473852367,0.35,"Aguadilla","Puerto Rico",603,2180.08173730064,60123
"for_sale",3.70101265822784,2.49459473852367,0.23,"Aguadilla","Puerto Rico",603,2180.08173730064,38279
"for_sale",3.70101265822784,2.49459473852367,11,"Aguada","Puerto Rico",603,2180.08173730064,199900
"for_sale",3.70101265822784,2.49459473852367,0.22,"Aguadilla","Puerto Rico",603,2180.08173730064,125000
"for_sale",3.70101265822784,2.49459473852367,0.49,"Aguadilla","Puerto Rico",603,2180.08173730064,2e+05
"for_sale",3.70101265822784,2.49459473852367,0.2,"Aguadilla","Puerto Rico",603,2180.08173730064,150000
"for_sale",3.70101265822784,2.49459473852367,247.57,"Isabela","Puerto Rico",603,2180.08173730064,8e+06
"for_sale",3.70101265822784,2.49459473852367,5,"Aguadilla","Puerto Rico",603,2180.08173730064,1e+06
"for_sale",3.70101265822784,2.49459473852367,1.89,"Aguadilla","Puerto Rico",603,2180.08173730064,695000
"for_sale",5,2,4.55,"Maricao","Puerto Rico",606,2156,98000
"for_sale",5,2,5.14,"Maricao","Puerto Rico",606,2156,55000
"for_sale",5,2,4.86,"Maricao","Puerto Rico",606,1563,75000
"for_sale",3,1,0.35,"Maricao","Puerto Rico",606,915,80000
"for_sale",3.70101265822784,2.49459473852367,12.25,"Maricao","Puerto Rico",606,2180.08173730064,160000
"for_sale",3,1,13.613473315734,"Mayaguez","Puerto Rico",680,982,46900
"for_sale",8,5,0.09,"Hormigueros","Puerto Rico",660,2000,125000
"for_sale",2,2,0.15,"Guanica","Puerto Rico",653,1393,95000
"for_sale",3,2,1.75,"Cabo Rojo","Puerto Rico",623,1620,330000
"for_sale",3,2,0.09,"Mayaguez","Puerto Rico",680,1760,115000
"for_sale",2,1,4.74,"Cabo Rojo","Puerto Rico",623,1000,285000
"for_sale",7,4,0.11,"Mayaguez","Puerto Rico",680,2200,215000
"for_sale",3,2,13.613473315734,"Cabo Rojo","Puerto Rico",623,1205,115000
"for_sale",3,2,0.14,"Mayaguez","Puerto Rico",680,1200,140000
"for_sale",3,1,0.04,"Mayaguez","Puerto Rico",682,2180.08173730064,87000
"for_sale",4,2,0.08,"Cabo Rojo","Puerto Rico",623,3052,250000
"for_sale",3,1,0.08,"San German","Puerto Rico",683,894,70000
"for_sale",5,5,0.08,"Mayaguez","Puerto Rico",680,1600,190000
"for_sale",3,1,0.07,"San German","Puerto Rico",683,363,150000
"for_sale",12,6,0.52,"Cabo Rojo","Puerto Rico",623,4800,750000
"for_sale",3.70101265822784,1,13.613473315734,"Mayaguez","Puerto Rico",682,390,125000
"for_sale",9,8,0.17,"Rincon","Puerto Rico",677,3852,950000
"for_sale",5,4,1.8,"Aguada","Puerto Rico",677,6000,1200000
"for_sale",4,3,0.4,"Lajas","Puerto Rico",667,6500,495000
"for_sale",3,1,0.19,"Mayaguez","Puerto Rico",682,778,90000
"for_sale",3,2,0.25,"Cabo Rojo","Puerto Rico",623,2800,395000
"for_sale",1,1,13.613473315734,"Mayaguez","Puerto Rico",680,471,82000
"for_sale",2,2,13.613473315734,"Cabo Rojo","Puerto Rico",623,1356,389000
"for_sale",3.70101265822784,2.49459473852367,0.2,"Cabo Rojo","Puerto Rico",623,2180.08173730064,45000
"for_sale",3.70101265822784,2.49459473852367,0.26,"Cabo Rojo","Puerto Rico",623,2180.08173730064,65000
"for_sale",3.70101265822784,2.49459473852367,0.49,"Cabo Rojo","Puerto Rico",623,2180.08173730064,80000
"for_sale",3.70101265822784,2.49459473852367,2.82,"Cabo Rojo","Puerto Rico",623,2180.08173730064,120000
"for_sale",3.70101265822784,2.49459473852367,0.28,"Cabo Rojo","Puerto Rico",623,2180.08173730064,70000
"for_sale",3.70101265822784,2.49459473852367,20.4,"Hormigueros","Puerto Rico",660,2180.08173730064,391000
"for_sale",3.70101265822784,2.49459473852367,14.34,"Cabo Rojo","Puerto Rico",623,2180.08173730064,160000
"for_sale",3.70101265822784,2.49459473852367,16.22,"Cabo Rojo","Puerto Rico",623,2180.08173730064,290000
"for_sale",3.70101265822784,2.49459473852367,17.97,"Hormigueros","Puerto Rico",660,2180.08173730064,835000
"for_sale",3.70101265822784,2.49459473852367,0.44,"Mayaguez","Puerto Rico",680,2180.08173730064,159000
"for_sale",3.70101265822784,2.49459473852367,0.25,"Anasco","Puerto Rico",610,2180.08173730064,79000
"for_sale",3,2,0.15,"Anasco","Puerto Rico",610,1687,149900
"for_sale",2,1,0.13,"Anasco","Puerto Rico",610,826,106000
"for_sale",5,3,0.11,"Anasco","Puerto Rico",610,2327,165000
"for_sale",8,6,0.13,"Anasco","Puerto Rico",610,2180.08173730064,499000
"for_sale",3.70101265822784,2.49459473852367,0.37,"Anasco","Puerto Rico",610,2180.08173730064,140000
"for_sale",4,7,0.76,"Isabela","Puerto Rico",662,4000,450000
"for_sale",4,3,0.21,"Isabela","Puerto Rico",662,3066,485000
"for_sale",6,3,0.97,"Isabela","Puerto Rico",662,10000,1800000
"for_sale",6,4,16,"Isabela","Puerto Rico",662,3739,975000
"for_sale",4,2,0.49,"Rincon","Puerto Rico",677,2450,950000
"for_sale",3,2,13.613473315734,"Rincon","Puerto Rico",677,1688,349000
"for_sale",3,1,13.613473315734,"Arecibo","Puerto Rico",612,878,39900
"for_sale",3,1,13.613473315734,"Arecibo","Puerto Rico",612,878,29900
"for_sale",1,3,0.13,"Arecibo","Puerto Rico",612,10000,475000
"for_sale",4,3,0.24,"Arecibo","Puerto Rico",612,3413,2e+05
"for_sale",4,2,0.1,"Arecibo","Puerto Rico",612,2180.08173730064,84900
"for_sale",5,2,0.49,"Arecibo","Puerto Rico",612,2058,148000
"for_sale",1,1,0.14,"Arecibo","Puerto Rico",612,800,39500
"for_sale",6,3,0.45,"Arecibo","Puerto Rico",612,2900,220000
"for_sale",3,2,0.27,"Arecibo","Puerto Rico",612,1100,75000
"for_sale",4,2,0.13,"Arecibo","Puerto Rico",612,1000,110000
"for_sale",7,4,0.49,"Arecibo","Puerto Rico",612,800,150000
"for_sale",4,2,0.09,"Arecibo","Puerto Rico",612,2180.08173730064,69900
"for_sale",6,3,0.09,"Arecibo","Puerto Rico",612,2472,79000
"for_sale",3,1,0.09,"Arecibo","Puerto Rico",612,1044,65000
"for_sale",5,3,0.08,"Arecibo","Puerto Rico",612,2200,179000
"for_sale",3,2,0.86,"Arecibo","Puerto Rico",612,3500,145000
"for_sale",3,1,0.13,"Arecibo","Puerto Rico",612,1262,79000
"for_sale",5,2,0.42,"Arecibo","Puerto Rico",612,6000,360000
"for_sale",3.70101265822784,2.49459473852367,0.03,"Arecibo","Puerto Rico",612,2180.08173730064,50000
"for_sale",3.70101265822784,2.49459473852367,0.25,"Arecibo","Puerto Rico",612,1856,134900
"for_sale",3,1,0.08,"Arecibo","Puerto Rico",612,1009,94600
"for_sale",3.70101265822784,2.49459473852367,0.34,"Arecibo","Puerto Rico",612,2180.08173730064,59900
"for_sale",7,3,0.31,"Arecibo","Puerto Rico",612,2715,239000
"for_sale",3,3,0.19,"Arecibo","Puerto Rico",612,2872,279000
"for_sale",3,1,4.89,"Arecibo","Puerto Rico",612,1028,1e+05
"for_sale",3.70101265822784,2.49459473852367,1.48,"Arecibo","Puerto Rico",612,2180.08173730064,89000
"for_sale",4,3,0.25,"Arecibo","Puerto Rico",612,1600,168000
"for_sale",3,2,0.29,"Arecibo","Puerto Rico",612,1604,150000
"for_sale",3.70101265822784,2.49459473852367,0.26,"Arecibo","Puerto Rico",612,2180.08173730064,60000
"for_sale",8,2,0.13,"Arecibo","Puerto Rico",612,1500,140000
"for_sale",2,1,0.1,"Arecibo","Puerto Rico",612,680,70000
"for_sale",3,1,0.06,"Arecibo","Puerto Rico",612,750,80000
"for_sale",5,2,0.13,"Arecibo","Puerto Rico",612,1500,135000
"for_sale",3,3,0.24,"Arecibo","Puerto Rico",612,2183,215000
"for_sale",3.70101265822784,2.49459473852367,0.17,"Camuy","Puerto Rico",612,2180.08173730064,42900
"for_sale",3.70101265822784,2.49459473852367,0.25,"Arecibo","Puerto Rico",612,2180.08173730064,49900
"for_sale",3,2,0.25,"Arecibo","Puerto Rico",612,1000,138000
"for_sale",5,4,0.2,"Arecibo","Puerto Rico",612,2832,289000
"for_sale",3,2,0.25,"Arecibo","Puerto Rico",612,1000,132000
"for_sale",4,4,0.14,"Arecibo","Puerto Rico",612,1500,197000
"for_sale",3.70101265822784,2.49459473852367,0.71,"Arecibo","Puerto Rico",612,2180.08173730064,1200000
"for_sale",5,3,0.07,"Manati","Puerto Rico",674,1700,185000
"for_sale",6,4,0.37,"Hatillo","Puerto Rico",659,3400,2e+05
"for_sale",3,2,0.25,"Morovis","Puerto Rico",687,2500,210000
"for_sale",3,1,0.08,"Manati","Puerto Rico",674,921,105000
"for_sale",3,1,0.07,"Manati","Puerto Rico",674,800,113600
"for_sale",3,2,0.08,"Barceloneta","Puerto Rico",617,1195,174900
"for_sale",3.70101265822784,6,1.38,"Quebradillas","Puerto Rico",678,3000,3e+06
"for_sale",3,2,0.07,"Vega Baja","Puerto Rico",693,895,134000
"for_sale",4,2,0.25,"Vega Baja","Puerto Rico",693,2038,245000
"for_sale",4,2,0.09,"Caguas","Puerto Rico",727,1100,161000
"for_sale",3,2,13.613473315734,"Vega Baja","Puerto Rico",693,1217,225000
"for_sale",4,2,0.22,"Manati","Puerto Rico",674,2236,290000
"for_sale",4,3,0.21,"Barceloneta","Puerto Rico",617,2961,375000
"for_sale",3,2,0.21,"Camuy","Puerto Rico",627,2400,425000
"for_sale",5,3,0.56,"Quebradillas","Puerto Rico",678,3000,1100000
"for_sale",5,3,0.22,"Hatillo","Puerto Rico",659,3650,418000
"for_sale",5,3,1.46,"Morovis","Puerto Rico",687,2366,365000
"for_sale",3.70101265822784,2.49459473852367,0.2,"Hatillo","Puerto Rico",659,2180.08173730064,55000
"for_sale",3.70101265822784,2.49459473852367,0.21,"Hatillo","Puerto Rico",659,2180.08173730064,62000
"for_sale",3.70101265822784,2.49459473852367,10.68,"Hatillo","Puerto Rico",659,2180.08173730064,350000
"for_sale",5,2,0.16,"Quebradillas","Puerto Rico",95000,1757,95000
"for_sale",3.70101265822784,2.49459473852367,0.29,"Camuy","Puerto Rico",627,2180.08173730064,64900
"for_sale",3,2,0.27,"Barceloneta","Puerto Rico",617,1150,49900
"for_sale",3,1,0.05,"Barceloneta","Puerto Rico",617,2180.08173730064,70000
"for_sale",2,2,0.09,"Barceloneta","Puerto Rico",617,955,90000
"for_sale",3,2,0.08,"Barceloneta","Puerto Rico",617,1015,111000
"for_sale",3,2,0.09,"Barceloneta","Puerto Rico",617,1105,114400
"for_sale",3,2,0.14,"Barceloneta","Puerto Rico",617,955,113500
"for_sale",2,1,0.08,"Dorado","Puerto Rico",646,700,59200
"for_sale",3,1,0.07,"Toa Baja","Puerto Rico",949,950,63800
"for_sale",3,2,0.09,"Toa Alta","Puerto Rico",953,1000,45000
"for_sale",2,2,0.11,"Dorado","Puerto Rico",646,800,55000
"for_sale",5,3,0.61,"Vega Alta","Puerto Rico",692,1400,1e+05
"for_sale",4,2,0.19,"Corozal","Puerto Rico",783,1500,80000
"for_sale",2,2,1.22,"Naranjito","Puerto Rico",719,1500,55000
"for_sale",4,2,0.08,"Toa Alta","Puerto Rico",953,1650,157500
"for_sale",3,3,0.19,"Dorado","Puerto Rico",646,3500,2e+06
"for_sale",4,5,1.98,"Dorado","Puerto Rico",646,7000,11500000
"for_sale",4,4,0.24,"Dorado","Puerto Rico",646,2500,3500000
"for_sale",3,3,0.3,"Toa Alta","Puerto Rico",953,2400,270000
"for_sale",3,4,0.99,"Dorado","Puerto Rico",646,3500,5e+06
"for_sale",3.70101265822784,2.49459473852367,0.15,"Toa Alta","Puerto Rico",953,2180.08173730064,25000
"for_sale",6,4,0.2,"Naranjito","Puerto Rico",719,1880,172000
"for_sale",6,4,0.1,"Toa Alta","Puerto Rico",953,2600,65000
"for_sale",4,3,0.19,"Dorado","Puerto Rico",646,2500,1325000
"for_sale",3,2,13.613473315734,"Vega Alta","Puerto Rico",692,2096,625000
"for_sale",3,2,0.27,"Dorado","Puerto Rico",646,2200,465000
"for_sale",3,3,0.52,"Dorado","Puerto Rico",646,1500,575000
"for_sale",4,3,0.14,"Dorado","Puerto Rico",646,3500,1100000
"for_sale",3,2,0.1,"Dorado","Puerto Rico",646,1800,550000
"for_sale",4,3,0.12,"Dorado","Puerto Rico",646,2490,895000
"for_sale",3,2,13.613473315734,"Vega Alta","Puerto Rico",646,1564,495000
"for_sale",3,2,0.07,"Vega Alta","Puerto Rico",692,2100,635000
"for_sale",2,2,13.613473315734,"Dorado","Puerto Rico",646,1172,1125000
"for_sale",1,2,13.613473315734,"Cabo Rojo","Puerto Rico",622,900,97000
"for_sale",3,1,0.08,"Cabo Rojo","Puerto Rico",622,900,134000
"for_sale",4,2,0.25,"Cabo Rojo","Puerto Rico",622,2800,365000
"for_sale",3,2,0.2,"Cabo Rojo","Puerto Rico",622,2214,260000
"for_sale",3.70101265822784,2.49459473852367,0.19,"Boqueron","Puerto Rico",622,2180.08173730064,75000
"for_sale",4,2,0.22,"Cabo Rojo","Puerto Rico",622,3328,460000
"for_sale",3.70101265822784,2.49459473852367,0.99,"Cabo Rojo","Puerto Rico",622,2180.08173730064,250000
"for_sale",3.70101265822784,2.49459473852367,10.29,"Cabo Rojo","Puerto Rico",622,2180.08173730064,1321000
"for_sale",4,2,0.48,"Hormigueros","Puerto Rico",660,1233,63000
"for_sale",3,2,0.12,"Mayaguez","Puerto Rico",680,1200,75000
"for_sale",5,5,0.19,"Cabo Rojo","Puerto Rico",623,4000,325000
"for_sale",4,2,10.76,"Yauco","Puerto Rico",698,2180.08173730064,499900
"for_sale",3,2,0.07,"Cabo Rojo","Puerto Rico",623,1000,101800
"for_sale",1,1,0.12,"Cabo Rojo","Puerto Rico",623,491,25000
"for_sale",3,3,0.27,"Guanica","Puerto Rico",653,976,205000
"for_sale",4,2,0.12,"Hormigueros","Puerto Rico",660,1163,135000
"for_sale",3,2,0.08,"Mayaguez","Puerto Rico",682,1175,104000
"for_sale",3,2,0.97,"Lajas","Puerto Rico",667,1200,275000
"for_sale",3.70101265822784,2.49459473852367,1.4,"Cabo Rojo","Puerto Rico",623,2180.08173730064,182000
"for_sale",3.70101265822784,2.49459473852367,6.44,"Cabo Rojo","Puerto Rico",623,2180.08173730064,1400000
"for_sale",3.70101265822784,2.49459473852367,5.78,"San German","Puerto Rico",683,2180.08173730064,155000
"for_sale",3.70101265822784,2.49459473852367,0.42,"Cabo Rojo","Puerto Rico",636,2180.08173730064,115000
"for_sale",3,2,0.12,"Cabo Rojo","Puerto Rico",623,1044,1e+05
"for_sale",3,1,0.03,"Cabo Rojo","Puerto Rico",623,980,75000
"for_sale",4,2,0.19,"Cabo Rojo","Puerto Rico",623,1400,122000
"for_sale",3,1,0.16,"Cabo Rojo","Puerto Rico",623,936,150000
"for_sale",3,4,0.23,"Cabo Rojo","Puerto Rico",623,3089,325000
"for_sale",3,4,0.09,"Cabo Rojo","Puerto Rico",623,2064,130000
"for_sale",2,2,0.46,"Cabo Rojo","Puerto Rico",623,1242,139900
"for_sale",8,5,0.48,"Cabo Rojo","Puerto Rico",623,8368,395000
"for_sale",5,4,0.22,"Cabo Rojo","Puerto Rico",623,2700,375000
"for_sale",6,8,9.65,"Cabo Rojo","Puerto Rico",623,10244,2500000
"for_sale",3,3,0.26,"Cabo Rojo","Puerto Rico",623,2069,385000
"for_sale",8,7,0.43,"Cabo Rojo","Puerto Rico",623,3192,6e+05
"for_sale",2,2,13.613473315734,"Cabo Rojo","Puerto Rico",623,1377,195000
"for_sale",5,6,5,"Cabo Rojo","Puerto Rico",623,10000,1995000
"for_sale",1,1,13.613473315734,"Cabo Rojo","Puerto Rico",623,736,220000
"for_sale",3.70101265822784,2.49459473852367,0.4,"Cabo Rojo","Puerto Rico",623,2180.08173730064,81500
"for_sale",6,6,7.8,"Cabo Rojo","Puerto Rico",623,8000,3e+06
"for_sale",3.70101265822784,2.49459473852367,0.73,"Cabo Rojo","Puerto Rico",623,2180.08173730064,54000
"for_sale",3.70101265822784,2.49459473852367,3.57,"Cabo Rojo","Puerto Rico",623,2180.08173730064,275000
"for_sale",3.70101265822784,2.49459473852367,112.66,"Cabo Rojo","Puerto Rico",623,2180.08173730064,950000
"for_sale",3.70101265822784,2.49459473852367,0.52,"Cabo Rojo","Puerto Rico",623,2180.08173730064,375000
"for_sale",3.70101265822784,2.49459473852367,0.96,"Cabo Rojo","Puerto Rico",623,2180.08173730064,840000
"for_sale",3.70101265822784,2.49459473852367,0.51,"Cabo Rojo","Puerto Rico",623,2180.08173730064,375000
"for_sale",3,1,0.04,"Penuelas","Puerto Rico",624,913,70000
"for_sale",5,3,0.49,"Penuelas","Puerto Rico",624,2500,799000
"for_sale",3,1,0.08,"Penuelas","Puerto Rico",624,917,74500
"for_sale",3,2,0.09,"San Sebastian","Puerto Rico",685,1120,70000
"for_sale",3,2,0.08,"Ponce","Puerto Rico",728,1500,85000
"for_sale",3,3,0.23,"Utuado","Puerto Rico",641,1326,69900
"for_sale",3,2,0.97,"Hatillo","Puerto Rico",659,2111,330000
"for_sale",3,2,13.613473315734,"Ponce","Puerto Rico",716,1296,145000
"for_sale",3,2,13.613473315734,"Carolina","Puerto Rico",987,1248,135000
"for_sale",3.70101265822784,2.49459473852367,0.99,"Utuado","Puerto Rico",641,2180.08173730064,40000
"for_sale",3.70101265822784,2.49459473852367,1.42,"Utuado","Puerto Rico",641,2180.08173730064,329000
"for_sale",3,1,0.04,"Camuy","Puerto Rico",627,1460,69500
"for_sale",4,3,0.24,"Camuy","Puerto Rico",627,1500,135000
"for_sale",3,1,0.38,"Camuy","Puerto Rico",627,900,74000
"for_sale",3,1,1.94,"Camuy","Puerto Rico",627,1400,109000
"for_sale",3,3,0.13,"Camuy","Puerto Rico",627,1300,168100
